	
/DEV/corpus-preparation/nmt-tools/eval_script/meteor-1.5

% java -Xmx2G -jar meteor-*.jar cnn test.ko
Meteor version: 1.5

Eval ID:        meteor-1.5-wo-en-no_norm-0.85_0.2_0.6_0.75-ex_st_sy_pa-1.0_0.6_0.8_0.6
Segment 479 score:      0.07193804397922116
Segment 480 score:      0.06794055201698514
Segment 481 score:      0.1728579440333467
Segment 482 score:      0.055773435594102166
Segment 483 score:      0.14647057479047979
Segment 484 score:      0.16110258034305114
Segment 485 score:      0.01637107776261937
Segment 486 score:      0.1952718053603753
Segment 487 score:      0.05745062836624776
Segment 488 score:      0.1509659537230984
Segment 489 score:      0.15333773959021813
Segment 490 score:      0.08714522476845403
Segment 491 score:      0.10029059989455717
Segment 492 score:      0.07738224127450259
Segment 493 score:      0.21607359238149781
Segment 494 score:      0.05942867531637142
Segment 495 score:      0.0521901211556384
Segment 496 score:      0.049792531120331954
Segment 497 score:      0.21818968739216715
Segment 498 score:      0.13818246795954067
Segment 499 score:      0.14201330692394362
Segment 500 score:      0.5938466810328222
Segment 501 score:      0.10356423257209932
Segment 502 score:      0.11767250317127916
Segment 503 score:      0.1519184707709971
Segment 504 score:      0.13909339382575783
Segment 505 score:      0.08781558726673985
Segment 506 score:      0.09801965060428457
Segment 507 score:      0.11613700005050481
Segment 508 score:      0.08635668823329964
Segment 509 score:      0.11277023510804919
Segment 510 score:      0.023438365850522735
Segment 511 score:      0.09061484103404549
Segment 512 score:      0.32813161072640606
Segment 513 score:      0.044372472087536044
Segment 514 score:      0.08631275384139057
Segment 515 score:      0.06555913959124371
Segment 516 score:      0.11843908111391314
Segment 517 score:      0.07470188531682972
Segment 518 score:      0.11542434628998546
Segment 519 score:      0.0797624436948883
Segment 520 score:      0.08723322202046835
Segment 521 score:      0.19493414555520974
Segment 522 score:      0.329630651413066
Segment 523 score:      0.2573609517052171
Segment 524 score:      0.17067232464329707
Segment 525 score:      0.11518608111512914
Segment 526 score:      0.10286667012423498
Segment 527 score:      0.04204993429697767
Segment 528 score:      0.07448270901993205
Segment 529 score:      0.309531996136868
Segment 530 score:      0.056050955414012754
Segment 531 score:      0.10156310236557747
Segment 532 score:      0.07760009639864655
Segment 533 score:      0.12586382914598143
Segment 534 score:      0.10539441110337658
Segment 535 score:      0.04076433121019109
Segment 536 score:      0.09594769051021027
Segment 537 score:      0.0731840036589912
Segment 538 score:      0.11452990928058106
Segment 539 score:      0.11369582710102287
Segment 540 score:      0.1690078878663721
Segment 541 score:      0.12057563659712103
Segment 542 score:      0.03160270880361173
Segment 543 score:      0.24552142069492633
Segment 544 score:      0.008501594048884165
Segment 545 score:      0.22563652057641367
Segment 546 score:      0.005082592121982211
Segment 547 score:      0.10739846372509007
Segment 548 score:      0.08725774353959045
Segment 549 score:      0.13522371620450208
Segment 550 score:      0.17722366243583232
Segment 551 score:      0.1341477401787285
Segment 552 score:      0.05248359887535145
Segment 553 score:      0.03131115459882582
Segment 554 score:      0.15483839043680675
Segment 555 score:      0.05502063273727649
Segment 556 score:      0.03819524219287935
Segment 557 score:      0.04843968327899395
Segment 558 score:      0.11844846461461679
Segment 559 score:      0.13236600092176692
Segment 560 score:      0.11342080748537552
Segment 561 score:      0.13550343504184428
Segment 562 score:      0.07146721472762711
Segment 563 score:      0.08657103516965663
Segment 564 score:      0.08076009501187649
Segment 565 score:      0.06711629923243746
Segment 566 score:      0.13725070561070424
Segment 567 score:      0.1857709412560455
Segment 568 score:      0.09247074211476174
Segment 569 score:      0.04356435643564357
Segment 570 score:      0.1890015558410994
Segment 571 score:      0.040949278734295026
Segment 572 score:      0.08413510124805386
Segment 573 score:      0.0792505549297686
Segment 574 score:      0.06542065176665003
Segment 575 score:      0.15825142738312545
Segment 576 score:      0.056684030910590495
Segment 577 score:      0.07061520378612333
Segment 578 score:      0.07239422003268287
Segment 579 score:      0.1626886731968918
Segment 580 score:      0.034782608695652174

System level statistics:


           Test Matches                  Reference Matches
Stage      Content  Function    Total    Content  Function    Total
1             2297      1628     3925       2297      1628     3925
2                0         0        0          0         0        0
3                0         0        0          0         0        0
4                0         0        0          0         0        0
Total         2297      1628     3925       2297      1628     3925

Test words:             13776
Reference words:        11498
Chunks:                 2571
Precision:              0.24789035674794854
Recall:                 0.2764114211550941
f1:                     0.2613751419016353
fMean:                  0.27172196900347345
Fragmentation penalty:  0.5513199822473773

Final score:            0.12191621787625606
